title;url;author;date;views;game;game_type
Imperator : Rome - Patch 1.2 « Cicéron » - Récapitulatif Juin-Juillet;https://www.mundusbellicus.fr/582743-imperator-rome-patch-1-2-ciceron-recapitulatif-juin-juillet;Limse;2019-07-29 14:35:00;1092.0;Imperator : Rome;Grande Stratégie
Europa Universalis IV - Carnet de développement du 23 Juillet 2019;https://www.mundusbellicus.fr/582655-europa-universalis-iv-carnet-de-developpement-du-23-juillet-2019;Restif;2019-07-25 13:23:00;2133.0;Europa Universalis IV;Grande Stratégie
[DLC]Total War Three Kingdoms – Les Huit Princes;https://www.mundusbellicus.fr/582632-dlc-total-war-three-kingdoms-les-huit-princes;Vilcoyote;2019-07-22 00:00:00;1169.0;Total War : Three Kingdoms;Total War
Europa Universalis IV - Carnet de développement du 16 Juillet 2019;https://www.mundusbellicus.fr/582528-europa-universalis-iv-carnet-de-developpement-du-16-juillet-2019;Restif;2019-07-16 14:24:00;1664.0;Europa Universalis IV;Grande Stratégie
Europa Universalis IV - Carnet de développement du 9 Juillet 2019;https://www.mundusbellicus.fr/582509-europa-universalis-iv-carnet-de-developpement-du-9-juillet-2019;Restif;2019-07-15 11:51:00;955.0;Europa Universalis IV;Grande Stratégie
Europa Universalis IV - Carnet de développement du 2 Juillet 2019;https://www.mundusbellicus.fr/582373-europa-universalis-iv-carnet-de-developpement-du-2-juillet-2019;Restif;2019-07-07 19:55:00;1076.0;Europa Universalis IV;Grande Stratégie
Stellaris, carnet des développeurs n° 151 : La version 2.3.3.;https://www.mundusbellicus.fr/582361-stellaris-carnet-des-developpeurs-n-151-la-version-2-3-3;Vilcoyote;2019-07-07 12:51:00;989.0;Stellaris;Grande Stratégie
Fields of History: The Great War - Collecte des ressources;https://www.mundusbellicus.fr/582333-fields-of-history-the-great-war-collecte-des-ressources;Mouchi;2019-07-05 20:07:00;688.0;Fields of History: The Great War;Grande Stratégie
Imperator : Rome - Carnet de développement du 1er juillet 2019;https://www.mundusbellicus.fr/582258-imperator-rome-carnet-de-developpement-du-1er-juillet-2019;Limse;2019-07-01 18:17:00;1248.0;Imperator : Rome;Grande Stratégie
Europa Universalis IV - Carnet de développement du 25 Juin 2019;https://www.mundusbellicus.fr/582243-europa-universalis-iv-carnet-de-developpement-du-25-juin-2019;Restif;2019-06-30 18:20:00;1555.0;Europa Universalis IV;Grande Stratégie
Imperator : Rome - Sortie du patch 1.1 « Pompée »;https://www.mundusbellicus.fr/582140-imperator-rome-sortie-du-patch-1-1-pompée;Limse;2019-06-25 23:07:00;1094.0;Imperator : Rome;Grande Stratégie
Total War : Three Kingdoms - DLC Reign of Blood annoncé !;https://www.mundusbellicus.fr/582057-total-war-three-kingdoms-dlc-reign-of-blood-annoncé;Lord Perhaps On The Roof;2019-06-23 12:24:00;542.0;Total War : Three Kingdoms;Total War
Europa Universalis IV - Carnet de développement du 18 Juin 2019;https://www.mundusbellicus.fr/582052-europa-universalis-iv-carnet-de-developpement-du-18-juin-2019;Restif;2019-06-23 10:42:00;944.0;Europa Universalis IV;Grande Stratégie
Europa Universalis IV - Carnet de développement du 11 Juin 2019;https://www.mundusbellicus.fr/581822-europa-universalis-iv-carnet-de-developpement-du-11-juin-2019;Restif;2019-06-14 20:03:00;1510.0;Europa Universalis IV;Grande Stratégie
Imperator : Rome - Carnet de développement du 10 juin 2019;https://www.mundusbellicus.fr/581772-imperator-rome-carnet-de-developpement-du-10-juin-2019;Limse;2019-06-12 19:03:00;874.0;Imperator : Rome;Grande Stratégie
Imperator : Rome - Carnet de développement du 3 juin 2019;https://www.mundusbellicus.fr/581612-imperator-rome-carnet-de-developpement-du-3-juin-2019;Limse;2019-06-07 14:52:00;782.0;Imperator : Rome;Grande Stratégie
Fields of History: The Great War - Conditions climatiques et cycle jour/nuit;https://www.mundusbellicus.fr/581553-fields-of-history-the-great-war-conditions-climatiques-et-cycle-jour-nuit;Mouchi;2019-06-05 21:14:00;617.0;Fields of History: The Great War;Grande Stratégie
Stellaris Ancient Relics disponible.;https://www.mundusbellicus.fr/581520-stellaris-ancient-relics-disponible;Vilcoyote;2019-06-04 18:45:00;786.0;Stellaris;Grande Stratégie
Europa Universalis IV - Carnet de développement du 4 Juin 2019;https://www.mundusbellicus.fr/581517-europa-universalis-iv-carnet-de-developpement-du-4-juin-2019;Restif;2019-06-04 15:17:00;1731.0;Europa Universalis IV;Grande Stratégie
Conan Unconquered disponible;https://www.mundusbellicus.fr/581400-conan-unconquered-disponible;Foeurdr;2019-05-31 17:56:00;476.0;;
"Stellaris, carnet des développeurs n°150 : Mise à jour 2.3 ""Wolfe"", Ancient Relics et concours.";https://www.mundusbellicus.fr/581384-stellaris-carnet-des-developpeurs-n-150-mise-a-jour-2-3-wolfe-et-ancient-relics;Vilcoyote;2019-05-31 12:17:00;1964.0;Stellaris;Grande Stratégie
Hearts of Iron IV - Carnet de développement du 29 mai 2019;https://www.mundusbellicus.fr/581355-hearts-of-iron-iv-carnet-de-developpement-du-29-mai-2019;Limse;2019-05-30 11:52:00;1195.0;Hearts of Iron IV;Grande Stratégie
Imperator : Rome - Carnet de développement du 27 mai 2019;https://www.mundusbellicus.fr/581311-imperator-rome-carnet-de-développement-du-27-mai-2019;Limse;2019-05-28 19:45:00;826.0;Imperator : Rome;Grande Stratégie
Europa Universalis IV - Carnet de développement du 28 Mai 2019;https://www.mundusbellicus.fr/581301-europa-universalis-iv-carnet-de-developpement-du-28-mai-2019;Restif;2019-05-28 14:17:00;1266.0;Europa Universalis IV;Grande Stratégie
Stellaris, carnet des développeurs n°149 : Améliorations Techniques.;https://www.mundusbellicus.fr/581214-stellaris-carnet-des-developpeurs-n-149-ameliorations-techniques;Vilcoyote;2019-05-25 15:17:00;1551.0;Stellaris;Grande Stratégie
Hearts of Iron IV - Carnet de développement du 22 mai 2019;https://www.mundusbellicus.fr/581189-hearts-of-iron-iv-carnet-de-developpement-du-22-mai-2019;Limse;2019-05-24 22:59:00;844.0;Hearts of Iron IV;Grande Stratégie
Crusader Kings 2 : Le Siècle de Fer sort mardi 28 mai;https://www.mundusbellicus.fr/581180-crusader-kings-2-le-siècle-de-fer-sort-mardi-28-mai;Mouchi;2019-05-24 19:20:00;823.0;;
Imperator : Rome - Carnet de développement du 20 mai 2019;https://www.mundusbellicus.fr/581075-imperator-rome-carnet-de-developpement-du-20-mai-2019;Limse;2019-05-21 16:13:00;1057.0;Imperator : Rome;Grande Stratégie
Europa Universalis IV - Carnet de développement du 21 Mai 2019;https://www.mundusbellicus.fr/581065-europa-universalis-iv-carnet-de-developpement-du-21-mai-2019;Restif;2019-05-21 11:22:00;1873.0;Europa Universalis IV;Grande Stratégie
Stellaris, carnet des développeurs n°148 : Reliques et mondes reliques.;https://www.mundusbellicus.fr/580979-stellaris-carnet-des-developpeurs-n-148-reliques-et-mondes-reliques;Vilcoyote;2019-05-18 18:04:00;3016.0;Stellaris;Grande Stratégie
Crusader Kings 2 : Le Siècle de Fer;https://www.mundusbellicus.fr/580972-crusader-kings-2-le-siècle-de-fer;Mouchi;2019-05-18 11:36:00;1205.0;;
Hearts of Iron IV - Carnet de développement du 15 mai 2019;https://www.mundusbellicus.fr/580967-hearts-of-iron-iv-carnet-de-developpement-du-15-mai-2019;Limse;2019-05-17 22:49:00;1270.0;Hearts of Iron IV;Grande Stratégie
Europa Universalis IV - Carnet de développement du 14 Mai 2019;https://www.mundusbellicus.fr/580937-europa-universalis-iv-carnet-de-developpement-du-14-mai-2019;Restif;2019-05-17 12:17:00;836.0;Europa Universalis IV;Grande Stratégie
Imperator : Rome - Carnet de développement du 13 Mai 2019;https://www.mundusbellicus.fr/580912-imperator-rome-carnet-de-developpement-du-13-mai-2019;Limse;2019-05-16 20:50:00;770.0;Imperator : Rome;Grande Stratégie
Paradox Interactive annonce Stellaris : Ancient Relics.;https://www.mundusbellicus.fr/580898-paradox-interactive-annonce-stellaris-ancient-relics;Vilcoyote;2019-05-15 22:59:00;1479.0;Stellaris;Grande Stratégie
Total War : Three Kingdoms – Tout ce qu’il y a à savoir avant la sortie du jeu;https://www.mundusbellicus.fr/580896-total-war-three-kingdoms-–-tout-ce-qu’il-y-a-à-savoir-avant-la-sortie-du-jeu;Lord Perhaps On The Roof;2019-05-15 22:38:00;1642.0;Total War : Three Kingdoms;Total War
Stellaris, carnet des développeurs n°147 : Des spécialisations et des secteurs.;https://www.mundusbellicus.fr/580819-stellaris-carnet-des-développeurs-n-147-des-specialisations-et-des-secteurs;Vilcoyote;2019-05-13 21:15:00;1626.0;Stellaris;Grande Stratégie
Crusader Kings 2 : Ajustements des technologies et combats;https://www.mundusbellicus.fr/580747-crusader-kings-2-ajustements-des-technologies-et-combats;Mouchi;2019-05-12 12:02:00;537.0;;
Europa Universalis IV - Carnet de développement du 7 Mai 2019;https://www.mundusbellicus.fr/580631-europa-universalis-iv-carnet-de-developpement-du-7-mai-2019;Restif;2019-05-08 21:39:00;1314.0;Europa Universalis IV;Grande Stratégie
Divide and Conquer - Une traduction française made in Mundus !;https://www.mundusbellicus.fr/580611-divide-and-conquer-une-traduction-française-made-in-mundus;Lord Perhaps On The Roof;2019-05-08 14:18:00;2258.0;;
Europa Universalis IV - Carnet de développement du 30 Avril 2019;https://www.mundusbellicus.fr/580451-europa-universalis-iv-carnet-de-developpement-du-30-avril-2019;Restif;2019-05-03 13:29:00;1071.0;Europa Universalis IV;Grande Stratégie
Stellaris, carnet des développeurs n°146 : Les Baols et les Zronii;https://www.mundusbellicus.fr/580436-stellaris-carnet-des-developpeurs-n-146-les-baols-et-les-zronii;Vilcoyote;2019-05-02 23:46:00;1278.0;Stellaris;Grande Stratégie
Total War : Warhammer II – Revue de la Doomsayers Update;https://www.mundusbellicus.fr/580314-total-war-warhammer-ii-–-revue-de-la-doomsayers-update;Lord Perhaps On The Roof;2019-04-29 22:07:00;1214.0;Total War : Warhammer II;Total War
Imperator : Rome - Carnet de développement du 29 Avril 2019;https://www.mundusbellicus.fr/580282-imperator-rome-carnet-de-developpement-du-29-avril-2019;Limse;2019-04-29 15:51:00;1454.0;Imperator : Rome;Grande Stratégie
Actu Mundus - Premier trimestre 2019;https://www.mundusbellicus.fr/580276-actu-mundus-premier-trimestre-2019;CptSparke;2019-04-29 14:29:00;447.0;;
Divide and Conquer - Version 3.0 (mars 2019);https://www.mundusbellicus.fr/579035-divide-and-conquer-version-3-0-mars-2019;Lord Perhaps On The Roof;2019-04-26 17:55:00;3295.0;;
Stellaris, carnet des développeurs n°145 : Archéologie;https://www.mundusbellicus.fr/580133-stellaris-carnet-des-developpeurs-n-145-archeologie;Vilcoyote;2019-04-26 12:49:00;1344.0;Stellaris;Grande Stratégie
Imperator : Rome - Sortie;https://www.mundusbellicus.fr/580120-sortie-d-imperator-25-avril-2019;Limse;2019-04-25 17:22:00;1361.0;Imperator : Rome;Grande Stratégie
Stellaris, carnet des développeurs n°144 : Maîtres Bâtisseurs, Habitats Artificiels et Artefacts Mineurs.;https://www.mundusbellicus.fr/579978-stellaris-carnet-des-developpeurs-n-144-maitres-batisseurs-habitats-artificiels-et-artefacts-mineurs;Vilcoyote;2019-04-20 18:05:00;1880.0;Stellaris;Grande Stratégie
Total War : Warhammer II – The Prophet & The Warlock annoncé !;https://www.mundusbellicus.fr/579398-total-war-warhammer-ii-–-the-prophet-the-warlock-annoncé;Lord Perhaps On The Roof;2019-04-17 18:28:00;2633.0;Total War : Warhammer II;Total War
Stellaris, carnet des développeurs n°143 : Merveilles Galactiques et Méga-Ingénierie.;https://www.mundusbellicus.fr/579734-stellaris-carnet-des-developpeurs-n-143-merveilles-galactiques-et-mega-ingenierie;Vilcoyote;2019-04-13 20:29:00;2023.0;Stellaris;Grande Stratégie
Imperator : Rome - Carnet de développement du 8 Avril 2019;https://www.mundusbellicus.fr/579703-imperator-rome-carnet-de-developpement-du-8-avril-2019;Limse;2019-04-13 09:28:00;1145.0;Imperator : Rome;Grande Stratégie
Rétro-critique - XCOM : Ufo Defense (1994);https://www.mundusbellicus.fr/579698-rétro-critique-xcom-ufo-defense-1994;CptSparke;2019-04-13 07:50:00;244.0;;
Europa Universalis IV - Carnet de développement du 2 Avril 2019;https://www.mundusbellicus.fr/579436-europa-universalis-iv-carnet-de-developpement-du-2-avril-2019;Restif;2019-04-06 06:55:00;1183.0;Europa Universalis IV;Grande Stratégie
Stellaris carnet des développeurs n° 141 : Exploration du futur.;https://www.mundusbellicus.fr/578052-stellaris-carnet-des-developpeurs-n-141-exploration-du-futur;Vilcoyote;2019-04-03 12:31:00;1432.0;Stellaris;Grande Stratégie
Imperator : Rome - Carnet de développement du 1er Avril 2019;https://www.mundusbellicus.fr/579230-imperator-rome-carnet-de-developpement-du-1er-avril-2019;Limse;2019-04-01 22:17:00;1525.0;Imperator : Rome;Grande Stratégie
Stellaris, carnet des développeurs n°142 : La sectorisation.;https://www.mundusbellicus.fr/579165-stellaris-carnet-des-developpeurs-n-142-la-sectorisation;Vilcoyote;2019-03-28 17:52:00;3038.0;Stellaris;Grande Stratégie
Hearts of Iron IV : Mise à jour 1.6.2;https://www.mundusbellicus.fr/579065-hearts-of-iron-iv-mise-à-jour-1-6-2;Mouchi;2019-03-27 21:32:00;1044.0;Hearts of Iron IV;Grande Stratégie
Europa Universalis IV - Carnet de développement du 26 Mars 2019;https://www.mundusbellicus.fr/579039-europa-universalis-iv-carnet-de-developpement-du-26-mars-2019;Restif;2019-03-26 19:34:00;1242.0;Europa Universalis IV;Grande Stratégie
Imperator : Rome - Carnet de développement du 18 Mars 2019;https://www.mundusbellicus.fr/578963-imperator-rome-carnet-de-developpement-du-18-mars-2019;Limse;2019-03-23 18:13:00;1924.0;Imperator : Rome;Grande Stratégie
Total War : Three Kingdoms - Nouveautés en bataille;https://www.mundusbellicus.fr/578961-total-war-three-kingdoms-nouveautés-en-bataille;Lord Perhaps On The Roof;2019-03-23 18:03:00;1184.0;Total War : Three Kingdoms;Total War
Europa Universalis IV - Carnet de développement du 19 Mars 2019;https://www.mundusbellicus.fr/578838-europa-universalis-iv-carnet-de-developpement-du-19-mars-2019;Restif;2019-03-19 12:42:00;1211.0;Europa Universalis IV;Grande Stratégie
Crusader Kings 2 : Grands mods;https://www.mundusbellicus.fr/578767-crusader-kings-2-grands-mods;Mouchi;2019-03-17 12:18:00;693.0;;
Grim Dawn : Forgotten Gods le 27 Mars;https://www.mundusbellicus.fr/578750-grim-dawn-forgotten-gods-le-27-mars;DiderLord;2019-03-16 17:30:00;434.0;;
Workers & Resources : Soviet Republic - Early Access disponible;https://www.mundusbellicus.fr/578741-workers-resources-soviet-republic-early-access-disponible;Foeurdr;2019-03-16 02:16:00;558.0;;
Crusader Kings 2 : Great Works;https://www.mundusbellicus.fr/578734-crusader-kings-2-great-works;Mouchi;2019-03-15 22:22:00;795.0;;
Imperator : Rome - Carnet de développement du 11 Mars 2019;https://www.mundusbellicus.fr/578722-imperator-rome-carnet-de-developpement-du-11-mars-2019;Limse;2019-03-15 18:03:00;1393.0;Imperator : Rome;Grande Stratégie
Crusader Kings 2 : Amélioration de Merveille;https://www.mundusbellicus.fr/578626-crusader-kings-2-amélioration-de-merveille;Mouchi;2019-03-13 20:50:00;545.0;;
Europa Universalis IV - Carnet de développement du 12 Mars 2019;https://www.mundusbellicus.fr/578619-europa-universalis-iv-carnet-de-developpement-du-12-mars-2019;Restif;2019-03-13 19:14:00;886.0;Europa Universalis IV;Grande Stratégie
Hearts of Iron IV - Carnet de développement du 6 Mars 2019;https://www.mundusbellicus.fr/578319-hearts-of-iron-iv-carnet-de-developpement-du-6-mars-2019;Limse;2019-03-07 12:56:00;1221.0;Hearts of Iron IV;Grande Stratégie
Crusader Kings 2 : Vue Merveille;https://www.mundusbellicus.fr/578219-crusader-kings-2-vue-merveille;Mouchi;2019-03-05 20:50:00;745.0;;
Europa Universalis IV - Carnet de développement du 5 Mars 2019;https://www.mundusbellicus.fr/578216-europa-universalis-iv-carnet-de-developpement-du-5-mars-2019;Restif;2019-03-05 20:49:00;843.0;Europa Universalis IV;Grande Stratégie
Imperator : Rome - Carnet de développement du 4 Mars 2019;https://www.mundusbellicus.fr/578194-imperator-rome-carnet-de-developpement-du-4-mars-2019;Limse;2019-03-05 18:48:00;991.0;Imperator : Rome;Grande Stratégie
Creative Assembly - Carnet de développement de février;https://www.mundusbellicus.fr/578097-creative-assembly-carnet-de-développement-de-février;Lord Perhaps On The Roof;2019-03-03 22:09:00;739.0;;
Imperator : Rome - Carnet de développement du 25 Février 2019;https://www.mundusbellicus.fr/578013-imperator-rome-carnet-de-developpement-du-25-fevrier-2019;Limse;2019-03-02 00:23:00;1037.0;Imperator : Rome;Grande Stratégie
Dawn of Man - Disponible;https://www.mundusbellicus.fr/577999-dawn-of-man-disponible;Foeurdr;2019-03-01 19:02:00;592.0;;
Europa Universalis IV - Carnet de développement du 26 Février 2019;https://www.mundusbellicus.fr/577936-europa-universalis-iv-carnet-de-developpement-du-26-fevrier-2019;Restif;2019-02-27 21:07:00;974.0;Europa Universalis IV;Grande Stratégie
Builders Of Egypt - Nouveau nom pour Hard Ancient Life;https://www.mundusbellicus.fr/577924-builders-of-egypt;Foeurdr;2019-02-27 19:32:00;756.0;;
Hearts of Iron IV - Carnet de développement du 20 Février 2019;https://www.mundusbellicus.fr/577774-hearts-of-iron-iv-carnet-de-developpement-du-20-fevrier-2019;Limse;2019-02-24 23:02:00;1031.0;Hearts of Iron IV;Grande Stratégie
Europa Universalis IV - Carnet de développement du 19 Février 2019;https://www.mundusbellicus.fr/577736-europa-universalis-iv-carnet-de-developpement-du-19-fevrier-2019;Restif;2019-02-23 18:12:00;745.0;Europa Universalis IV;Grande Stratégie
Imperator : Rome - Carnet de développement du 18 Février 2019;https://www.mundusbellicus.fr/577576-imperator-rome-carnet-de-developpement-du-18-fevrier-2019;Limse;2019-02-20 09:34:00;1113.0;Imperator : Rome;Grande Stratégie
Crusader Kings 2 : Merveilles;https://www.mundusbellicus.fr/577385-crusader-kings-2-merveilles;Mouchi;2019-02-17 11:48:00;1325.0;;
Hearts of Iron IV - Carnet de développement du 13 Février 2019;https://www.mundusbellicus.fr/577340-hearts-of-iron-iv-carnet-de-developpement-du-13-fevrier-2019;Limse;2019-02-15 22:11:00;1044.0;Hearts of Iron IV;Grande Stratégie
