title;url;author;date;views;game;game_type
Rassemblez vos myrmidons dans Troy : Total War;https://www.mundusbellicus.fr/590061-troy-total-war-mod-rome;ALG;2020-05-04 09:07:00;979.0;Troy : Total War;Total War
Stellaris, carnet des développeurs n°178 : Encore les Fédérations.;https://www.mundusbellicus.fr/590058-stellaris-carnet-des-developpeurs-n-178-encore-les-federations;Vilcoyote;2020-05-04 02:21:00;956.0;Stellaris;Grande Stratégie
Zhanguo : Total War, unifiez la Chine pour la première fois dans Rome : Total War;https://www.mundusbellicus.fr/590004-zhanguo-total-war-chine-royaumes-combattants-rome-total-war;ALG;2020-05-02 15:35:00;1569.0;Rome : Total War;Total War
Découvrez End of Days II - Lycan Rising pour Rome : Total War;https://www.mundusbellicus.fr/589975-end-of-days-2-lycan-rising-mod-rome-total-war;ALG;2020-05-01 17:14:00;302.0;Rome : Total War;Total War
Crusader Kings 3 : Hérésies et doctrines;https://www.mundusbellicus.fr/589941-crusader-kings-3-hérésies-et-doctrines;Mouchi;2020-04-30 20:51:00;2826.0;Crusader Kings 3;Grande Stratégie
Luttez contre les armées sataniques de Magog dans End of Days pour Rome : Total War;https://www.mundusbellicus.fr/589876-mod-end-of-days-rome-total-war;ALG;2020-04-30 04:43:00;333.0;Rome : Total War;Total War
Europa Universalis IV - Carnet de développement du 28 Avril 2020;https://www.mundusbellicus.fr/589783-europa-universalis-iv-carnet-de-developpement-du-28-avril-2020;Restif;2020-04-28 11:14:00;1271.0;Europa Universalis IV;Grande Stratégie
Stellaris, carnet des développeurs n°177 : Le remodelage des Édits.;https://www.mundusbellicus.fr/589765-stellaris-carnet-des-developpeurs-n-177-le-remodelage-des-edits;Vilcoyote;2020-04-28 02:13:00;489.0;Stellaris;Grande Stratégie
Venez découvrir Paeninsula Italica pour Rome : Total War;https://www.mundusbellicus.fr/589709-paeninsula-italica-mod-rome-total-war;ALG;2020-04-26 21:33:00;450.0;Rome : Total War;Total War
Total War : Shogun 2 devient gratuit à vie du 27 avril au 1er mai;https://www.mundusbellicus.fr/589646-total-war-shogun-2-devient-gratuit-à-vie-du-27-avril-au-1er-mai;Lord Perhaps On The Roof;2020-04-25 10:52:00;405.0;;
Medieval II - Total War : sortie de la dernière version du mod Dunkle Schwingen (et de sa traduction);https://www.mundusbellicus.fr/589526-medieval-ii-total-war-westeros-total-war-dunkle-schwigen-derniere-version;Lord Perhaps On The Roof;2020-04-23 12:35:00;681.0;Medieval II : Total War;Total War
Crusader Kings 3 : Ordres Saints;https://www.mundusbellicus.fr/589482-crusader-kings-3-ordres-saints;Mouchi;2020-04-22 16:59:00;2239.0;Crusader Kings 3;Grande Stratégie
Europa Universalis IV - Carnet de développement du 21 Avril 2020;https://www.mundusbellicus.fr/589398-europa-universalis-iv-carnet-de-developpement-du-21-avril-2020;Restif;2020-04-21 15:14:00;912.0;Europa Universalis IV;Grande Stratégie
Total War Warhammer - Les soldes du confinement;https://www.mundusbellicus.fr/589200-total-war-warhammer-les-soldes-du-confinement;Lord Perhaps On The Roof;2020-04-18 22:44:00;471.0;;
Europa Universalis IV - Carnet de développement du 07 Avril 2020;https://www.mundusbellicus.fr/589048-europa-universalis-iv-carnet-de-developpement-du-07-avril-2020;Vilcoyote;2020-04-16 23:59:00;2131.0;Europa Universalis IV;Grande Stratégie
Total War – L'avenir de Warhammer et Three Kingdoms;https://www.mundusbellicus.fr/589020-total-war-–-l-avenir-de-warhammer-et-three-kingdoms;Lord Perhaps On The Roof;2020-04-16 17:15:00;4646.0;Total War : Three Kingdoms;Total War
Crusader Kings 3 : Tapisserie Médiévale;https://www.mundusbellicus.fr/588917-crusader-kings-3-tapisserie-médiévale;Mouchi;2020-04-14 17:31:00;1394.0;Crusader Kings 3;Grande Stratégie
Stellaris, carnet des développeurs n°176 : Habitats et développement.;https://www.mundusbellicus.fr/588829-stellaris-carnet-des-developpeurs-n-176-habitats-et-developpement;Vilcoyote;2020-04-12 17:29:00;1125.0;Stellaris;Grande Stratégie
Crusader Kings 3 : Confessions personnalisées et Réformation païenne;https://www.mundusbellicus.fr/588606-crusader-kings-3-confessions-personnalisées-et-réformation-païenne;Mouchi;2020-04-07 17:04:00;3162.0;Crusader Kings 3;Grande Stratégie
Stellaris, carnet des développeurs n°175 : Faune Stellaire.;https://www.mundusbellicus.fr/588547-stellaris-carnet-des-developpeurs-n-175-faune-stellaire;Vilcoyote;2020-04-04 23:01:00;760.0;Stellaris;Grande Stratégie
Fields of History: The Great War - Die Kaiserliche Marine;https://www.mundusbellicus.fr/588527-fields-of-history-the-great-war-die-kaiserliche-marine;Mouchi;2020-04-03 19:05:00;316.0;Fields of History: The Great War;Grande Stratégie
Crusader Kings 3 : Religion et Confession;https://www.mundusbellicus.fr/588466-crusader-kings-3-religion-et-confession;Mouchi;2020-03-31 20:26:00;4907.0;Crusader Kings 3;Grande Stratégie
Imperator : Rome - Sortie du patch 1.4 « Archimède » et du pack « Magna Graecia »;https://www.mundusbellicus.fr/588449-imperator-rome-sortie-du-patch-1-4-archimede-et-du-pack-magna-graecia;Limse;2020-03-31 13:29:00;1073.0;;
Stellaris, carnet des développeurs n°174 : Federation est de sortie, et maintenant?;https://www.mundusbellicus.fr/588392-stellaris-carnet-des-developpeurs-n-174-federation-est-de-sortie-et-maintenant;Vilcoyote;2020-03-29 11:57:00;604.0;Stellaris;Grande Stratégie
Mount & Blade II : Informations sur l'accès anticipé;https://www.mundusbellicus.fr/588384-mount-blade-ii-informations-sur-l-accès-anticipé;Mouchi;2020-03-28 07:42:00;794.0;Mount & Blade II : Bannerlord;RPG
Crusader Kings 3 : Factions et guerres civiles;https://www.mundusbellicus.fr/588335-crusader-kings-3-factions-et-guerres-civiles;Mouchi;2020-03-24 20:40:00;5809.0;Crusader Kings 3;Grande Stratégie
TOTAL WAR : WARHAMMER II – Revue de la Proving Grounds Update;https://www.mundusbellicus.fr/588277-total-war-warhammer-ii-–-revue-de-la-proving-grounds-update;Lord Perhaps On The Roof;2020-03-21 13:34:00;707.0;;
Crusader Kings 3 : Hommes d'armes, mercenaires et casus belli;https://www.mundusbellicus.fr/588227-crusader-kings-3-hommes-d-armes-mercenaires-et-casus-belli;Mouchi;2020-03-18 16:51:00;3981.0;Crusader Kings 3;Grande Stratégie
Stellaris, carnet des développeurs n°173 : Les notes de la mises à jour 2.6 Verne et Federations.;https://www.mundusbellicus.fr/588149-stellaris-carnet-des-developpeurs-n-173-les-notes-de-la-mises-a-jour-2-6-verne-et-federations;Vilcoyote;2020-03-13 01:47:00;1017.0;Stellaris;Grande Stratégie
Stellaris, carnet des développeurs n°172 : Le retour de l'IA (2nd partie : La planification de l'économie).;https://www.mundusbellicus.fr/588134-stellaris-carnet-des-développeurs-n-172-le-retour-de-l-ia-2nd-partie-la-planification-de-l-economie;Vilcoyote;2020-03-12 01:07:00;666.0;Stellaris;Grande Stratégie
Crusader Kings 3 : Gouvernement, gestion des vassaux, lois et pillage;https://www.mundusbellicus.fr/588131-crusader-kings-3-gouvernement-gestion-des-vassaux-lois-et-pillage;Mouchi;2020-03-11 22:16:00;10592.0;Crusader Kings 3;Grande Stratégie
Total War : Three Kingdoms – Annonce du DLC A World Betrayed !;https://www.mundusbellicus.fr/588064-total-war-three-kingdoms-–-annonce-du-dlc-a-world-betrayed;Lord Perhaps On The Roof;2020-03-08 15:42:00;527.0;Total War : Three Kingdoms;Total War
Stellaris, carnet des développeurs n°172 : Le retour de l'IA (1ère partie : le ministère de la défense).;https://www.mundusbellicus.fr/588054-stellaris-carnet-des-développeurs-n-172-le-retour-de-l-ia-1ere-partie-le-ministere-de-la-defense;Vilcoyote;2020-03-07 20:23:00;690.0;Stellaris;Grande Stratégie
Crusader Kings 3 : Tutoriels, infobulles et encyclopédies;https://www.mundusbellicus.fr/588037-crusader-kings-3-tutoriels-infobulles-et-encyclopédies;Mouchi;2020-03-06 17:56:00;2854.0;Crusader Kings 3;Grande Stratégie
Builders of Egypt : Prologue enfin disponible !;https://www.mundusbellicus.fr/587964-builders-of-egypt-prologue-enfin-disponible;Foeurdr;2020-03-02 23:58:00;904.0;Builders of Egypt;Gestion
Stellaris, carnet des développeurs n°171 : Fédérations, la revue vidéo et une date de sortie.;https://www.mundusbellicus.fr/587911-stellaris-carnet-des-developpeurs-n-171-federations-la-revue-video-et-une-date-de-sortie;Vilcoyote;2020-02-29 17:19:00;963.0;Stellaris;Grande Stratégie
Crusader Kings 3 : Style de vie de la Martialité;https://www.mundusbellicus.fr/587897-crusader-kings-3-style-de-vie-de-la-martialité;Mouchi;2020-02-28 20:53:00;1069.0;Crusader Kings 3;Grande Stratégie
Fields of History: The Great War - Royal Navy;https://www.mundusbellicus.fr/587884-fields-of-history-the-great-war-royal-navy;Mouchi;2020-02-27 20:39:00;294.0;Fields of History: The Great War;Grande Stratégie
Hearts of Iron IV - La Résistance;https://www.mundusbellicus.fr/587882-hearts-of-iron-iv-la-resistance;Limse;2020-02-27 16:50:00;1706.0;Hearts of Iron IV;Grande Stratégie
Stellaris, carnet des développeurs n°170 : Des performances et autres problèmes techniques.;https://www.mundusbellicus.fr/587814-stellaris-carnet-des-développeurs-n-170-des-performances-et-autres-problemes-techniques;Vilcoyote;2020-02-25 02:42:00;751.0;Stellaris;Grande Stratégie
Crusader Kings 3 : Style de vie de la Diplomatie;https://www.mundusbellicus.fr/587740-crusader-kings-3-style-de-vie-de-la-diplomatie;Mouchi;2020-02-20 22:55:00;2136.0;Crusader Kings 3;Grande Stratégie
Stellaris, carnet des développeurs n°169 : Questions et Réponses, la question des Origines.;https://www.mundusbellicus.fr/587698-stellaris-carnet-des-developpeurs-n-169-questions-et-reponses-la-question-des-origines;Vilcoyote;2020-02-18 01:42:00;2672.0;Stellaris;Grande Stratégie
Crusader Kings 3 : Style de vie de l'Apprentissage;https://www.mundusbellicus.fr/587607-crusader-kings-3-style-de-vie-de-l-apprentissage;Mouchi;2020-02-11 22:15:00;1924.0;Crusader Kings 3;Grande Stratégie
Stellaris, carnet des développeurs n°168 : Questions et Réponses, le chambardement diplomatique.;https://www.mundusbellicus.fr/587567-stellaris-carnet-des-developpeurs-n-168-questions-et-reponses-le-chambardement-diplomatique;Vilcoyote;2020-02-10 21:51:00;1253.0;Stellaris;Grande Stratégie
Europa Universalis IV - Carnet de développement du 4 Février 2020;https://www.mundusbellicus.fr/587551-europa-universalis-iv-carnet-de-developpement-du-4-février-2020;Restif;2020-02-09 19:14:00;1378.0;Europa Universalis IV;Grande Stratégie
Europa Universalis IV - Carnet de développement du 28 Janvier 2020;https://www.mundusbellicus.fr/587530-europa-universalis-iv-carnet-de-developpement-du-28-janvier-2020;Restif;2020-02-09 19:09:00;698.0;Europa Universalis IV;Grande Stratégie
Crusader Kings 3 : Style de vie de l'Intendance;https://www.mundusbellicus.fr/587522-crusader-kings-3-style-de-vie-de-l-intendance;Mouchi;2020-02-08 08:29:00;1766.0;Crusader Kings 3;Grande Stratégie
Présentation de Silmaris.;https://www.mundusbellicus.fr/587496-présentation-de-silmaris;Vilcoyote;2020-02-06 21:38:00;753.0;;
Stellaris, carnet des développeurs n°167 : Questions et Réponses sur la Communauté Galactique.;https://www.mundusbellicus.fr/587407-stellaris-carnet-des-developpeurs-n167-questions-et-reponses-sur-la-communaute-galactique;Vilcoyote;2020-02-04 01:59:00;2052.0;Stellaris;Grande Stratégie
Fields of History: The Great War - Stratégies navales et aériennes;https://www.mundusbellicus.fr/587364-fields-of-history-the-great-war-stratégies-navales-et-aériennes;Mouchi;2020-02-02 10:09:00;379.0;Fields of History: The Great War;Grande Stratégie
Crusader Kings 3 : Séduction, torture et intrigue;https://www.mundusbellicus.fr/587289-crusader-kings-3-séduction-torture-et-intrigue;Mouchi;2020-01-28 19:16:00;2613.0;Crusader Kings 3;Grande Stratégie
Stellaris, carnet des développeurs n°166 : Questions et Réponses, les Fédérations.;https://www.mundusbellicus.fr/587201-stellaris-carnet-des-développeurs-n°166-questions-et-réponses-les-fédérations;Vilcoyote;2020-01-25 14:37:00;2406.0;Stellaris;Grande Stratégie
Imperator : Rome - Carnet de développement du 20 janvier 2020;https://www.mundusbellicus.fr/587114-imperator-rome-carnet-de-developpement-du-20-janvier-2020;Limse;2020-01-21 23:58:00;887.0;Imperator : Rome;Grande Stratégie
Crusader Kings 3 : Événements de styles de vie;https://www.mundusbellicus.fr/587110-crusader-kings-3-événements-de-styles-de-vie;Mouchi;2020-01-21 21:25:00;889.0;Crusader Kings 3;Grande Stratégie
Europa Universalis IV - Carnet de développement du 14 Janvier 2020;https://www.mundusbellicus.fr/587080-europa-universalis-iv-carnet-de-developpement-du-14-janvier-2020;Restif;2020-01-20 15:56:00;2586.0;Europa Universalis IV;Grande Stratégie
Crusader Kings 3 : Styles de vie;https://www.mundusbellicus.fr/587045-crusader-kings-3-styles-de-vie;Mouchi;2020-01-18 12:52:00;2318.0;Crusader Kings 3;Grande Stratégie
Stellaris, carnet des développeurs n°165 : Parés pour 2020 !;https://www.mundusbellicus.fr/587044-stellaris-carnet-des-developpeurs-n-165-pares-pour-2020;Vilcoyote;2020-01-18 11:45:00;1302.0;Stellaris;Grande Stratégie
Total War : Three Kingdoms – Revue du patch 1.4.0 et du FreeLC Tao Qian;https://www.mundusbellicus.fr/587043-total-war-three-kingdoms-–-revue-du-patch-1-4-0-et-du-freelc-tao-qian;Lord Perhaps On The Roof;2020-01-18 11:30:00;501.0;Total War : Three Kingdoms;Total War
Total War : Three Kingdoms – Sortie du DLC Mandate of Heaven !;https://www.mundusbellicus.fr/586997-total-war-three-kingdoms-–-sortie-du-dlc-mandate-of-heaven;Lord Perhaps On The Roof;2020-01-15 23:52:00;586.0;Total War : Three Kingdoms;Total War
Hearts of Iron IV - Carnet de développement du 15 janvier 2020;https://www.mundusbellicus.fr/586987-hearts-of-iron-iv-carnet-de-developpement-du-15-janvier-2020;Limse;2020-01-15 20:07:00;680.0;Hearts of Iron IV;Grande Stratégie
Imperator : Rome - Carnet de développement du 13 janvier 2020;https://www.mundusbellicus.fr/586945-imperator-rome-carnet-de-developpement-du-13-janvier-2020;Limse;2020-01-14 14:31:00;875.0;Imperator : Rome;Grande Stratégie
Hearts of Iron IV - Carnets de novembre-décembre 2019 - Partie II;https://www.mundusbellicus.fr/586796-hearts-of-iron-iv-carnets-de-novembre-decembre-2019-partie-ii;Limse;2020-01-09 18:33:00;926.0;Hearts of Iron IV;Grande Stratégie
Hearts of Iron IV - Carnets de novembre-décembre 2019 - Partie I;https://www.mundusbellicus.fr/586740-hearts-of-iron-iv-patch-1-8-husky-la-resistance;Limse;2020-01-08 16:00:00;1187.0;Hearts of Iron IV;Grande Stratégie
Crusader Kings III - La nouvelle génération des jeux Paradox;https://www.mundusbellicus.fr/586543-crusader-kings-iii-la-nouvelle-generation-des-jeux-paradox;Benoît;2020-01-01 11:16:00;1743.0;Crusader Kings 3;Grande Stratégie
Fields of History: The Great War - Stratégies terrestres et tactiques;https://www.mundusbellicus.fr/586392-fields-of-history-the-great-war-stratégies-terrestres-et-tactiques;Mouchi;2019-12-24 15:00:00;544.0;Fields of History: The Great War;Grande Stratégie
Crusader Kings 3 : Cours, invités et aventuriers;https://www.mundusbellicus.fr/586327-crusader-kings-3-cours-invités-et-aventuriers;Mouchi;2019-12-19 17:53:00;2454.0;Crusader Kings 3;Grande Stratégie
Stellaris, carnet des développeurs n°164 : Restrospective de l'année 2019.;https://www.mundusbellicus.fr/586191-stellaris-carnet-des-developpeurs-n-164-restrospective-de-l-annee-2019;Vilcoyote;2019-12-14 20:44:00;1222.0;Stellaris;Grande Stratégie
Total War : Warhammer II – La “Potion of Speed“ Update;https://www.mundusbellicus.fr/586114-total-war-warhammer-ii-–-la-“potion-of-speed“-update;Lord Perhaps On The Roof;2019-12-10 22:00:00;965.0;Total War : Warhammer II;Total War
Crusader Kings 3 : Personnages et portraits;https://www.mundusbellicus.fr/586113-crusader-kings-3-personnages-et-portraits;Mouchi;2019-12-10 21:59:00;3902.0;Crusader Kings 3;Grande Stratégie
Total War : Warhammer II – Présentation du FreeLC Repanse de Lyonesse;https://www.mundusbellicus.fr/586055-total-war-warhammer-ii-–-présentation-du-freelc-repanse-de-lyonesse;Lord Perhaps On The Roof;2019-12-08 10:35:00;2360.0;Total War : Warhammer II;Total War
Stellaris, carnet des développeurs n°163 : Poids Lourds en approche.;https://www.mundusbellicus.fr/586015-stellaris-carnet-des-développeurs-n°163-poids-lourds-en-approche;Vilcoyote;2019-12-05 23:41:00;2854.0;Stellaris;Grande Stratégie
Crusader Kings 3 : Conseil, vassaux puissants et conjoint;https://www.mundusbellicus.fr/585948-crusader-kings-3-conseil-vassaux-puissants-et-conjoint;Mouchi;2019-12-03 20:57:00;7126.0;Crusader Kings 3;Grande Stratégie
Quelques infos de plus sur le DLC et le patch;https://www.mundusbellicus.fr/585942-quelques-infos-de-plus-sur-le-dlc-et-le-patch;Lord Perhaps On The Roof;2019-12-03 20:22:00;986.0;;
Builders of Egypt : Prologue;https://www.mundusbellicus.fr/585915-builders-of-egypt-prologue;Foeurdr;2019-12-02 22:22:00;1017.0;Builders of Egypt;Gestion
Stellaris, carnet des développeurs n°162 : De la diplomatie.;https://www.mundusbellicus.fr/585789-stellaris-carnet-des-developpeurs-n-162-de-la-diplomatie;Vilcoyote;2019-11-28 21:53:00;1549.0;Stellaris;Grande Stratégie
Total War : Warhammer II – Annonce du DLC The Shadow and the Blade !;https://www.mundusbellicus.fr/585773-total-war-warhammer-ii-–-annonce-du-dlc-the-shadow-and-the-blade;Lord Perhaps On The Roof;2019-11-28 00:34:00;1804.0;Total War : Warhammer II;Total War
You'd better not snitch... - annonce du prochain DLC pour Warhammer II;https://www.mundusbellicus.fr/585726-you-d-better-not-snitch-annonce-du-prochain-dlc-pour-warhammer-ii;Lord Perhaps On The Roof;2019-11-27 00:11:00;411.0;;
Crusader Kings 3 : Combines, secrets et emprises;https://www.mundusbellicus.fr/585710-crusader-kings-3-combines-secrets-et-emprises;Mouchi;2019-11-26 19:11:00;3260.0;Crusader Kings 3;Grande Stratégie
Stellaris, carnet des développeurs n°161 : Digressions et développement.;https://www.mundusbellicus.fr/585539-stellaris-carnet-des-développeurs-n-161-digressions-et-developpement;Vilcoyote;2019-11-22 12:55:00;1104.0;Stellaris;Grande Stratégie
Crusader Kings 3 : Développement et bâtiments;https://www.mundusbellicus.fr/585529-crusader-kings-3-développement-et-bâtiments;Mouchi;2019-11-21 19:14:00;7854.0;Crusader Kings 3;Grande Stratégie
Fields of History: The Great War - Batailles terrestres;https://www.mundusbellicus.fr/585490-fields-of-history-the-great-war-batailles-terrestres;Mouchi;2019-11-19 22:17:00;726.0;Fields of History: The Great War;Grande Stratégie
Stellaris, carnet des développeurs n°160 : Les Origines révélées.;https://www.mundusbellicus.fr/585425-stellaris-carnet-des-développeurs-n-160-les-origines-revelees;Vilcoyote;2019-11-16 18:07:00;3251.0;Stellaris;Grande Stratégie
Crusader Kings 3 : Guerre;https://www.mundusbellicus.fr/585354-crusader-kings-3-guerre;Mouchi;2019-11-13 20:26:00;5190.0;Crusader Kings 3;Grande Stratégie
Kaiserreich : Traduction francophone en version beta;https://www.mundusbellicus.fr/585285-kaiserreich-traduction-francophone-en-version-beta;Mouchi;2019-11-11 21:00:00;892.0;;
Stellaris, carnet des développeurs n°159 : La Communauté Galactique.;https://www.mundusbellicus.fr/585283-stellaris-carnet-des-développeurs-n-159-la-communaute-galactique;Vilcoyote;2019-11-11 18:52:00;1293.0;Stellaris;Grande Stratégie
Crusader Kings 3 : Carte médiévale;https://www.mundusbellicus.fr/585144-crusader-kings-3-carte-médiévale;Mouchi;2019-11-07 22:25:00;2888.0;Crusader Kings 3;Grande Stratégie
Stellaris, carnet des développeurs n°158 : La reprise des fédérations.;https://www.mundusbellicus.fr/585042-stellaris-carnet-des-developpeurs-n-158-la-reprise-des-federations;Vilcoyote;2019-11-05 01:19:00;1481.0;Stellaris;Grande Stratégie
LES NOUVEAUTÉS ANNONCÉES POUR LA PROCHAINE VERSION D'EBII;https://www.mundusbellicus.fr/584840-les-nouveautes-annoncées-pour-la-prochaine-version-d-ebii;Torf;2019-11-04 19:20:00;600.0;;
Europa Universalis IV - Carnet de développement du 29 Octobre 2019;https://www.mundusbellicus.fr/584952-europa-universalis-iv-carnet-de-developpement-du-29-octobre-2019;Restif;2019-11-01 13:07:00;1669.0;Europa Universalis IV;Grande Stratégie
Paradox annonce Stellaris : Fédérations.;https://www.mundusbellicus.fr/584923-paradox-annonce-stellaris-federations;Vilcoyote;2019-11-01 02:51:00;2416.0;Stellaris;Grande Stratégie
Crusader Kings 3 : Dynasties et Maisons;https://www.mundusbellicus.fr/584894-crusader-kings-3-dynasties-et-maisons;Mouchi;2019-10-31 19:25:00;6118.0;Crusader Kings 3;Grande Stratégie
Hearts of Iron IV - Carnet de développement du 30 octobre 2019;https://www.mundusbellicus.fr/584868-hearts-of-iron-iv-carnet-de-developpement-du-30-octobre-2019;Limse;2019-10-31 12:11:00;1082.0;Hearts of Iron IV;Grande Stratégie
Imperator : Rome - Article du 28 octobre 2019;https://www.mundusbellicus.fr/584773-imperator-rome-article-du-28-octobre-2019;Limse;2019-10-28 23:47:00;1319.0;Imperator : Rome;Grande Stratégie
Crusader Kings 3 : Paradox répond à 12 questions majeures à propos de Crusader Kings 3 [Partie 2/2];https://www.mundusbellicus.fr/584759-crusader-kings-3-paradox-répond-à-12-questions-majeures-à-propos-de-crusader-kings-3-partie-2-2;Mouchi;2019-10-28 20:57:00;2982.0;Crusader Kings 3;Grande Stratégie
Chaîne Youtube des Batailles de l'Histoire;https://www.mundusbellicus.fr/584753-chaine-youtube-des-batailles-de-l-histoire;Restif;2019-10-28 19:15:00;304.0;;
Crusader Kings 3 : Paradox répond à 12 questions majeures à propos de Crusader Kings 3 [Partie 1/2];https://www.mundusbellicus.fr/584723-crusader-kings-3-paradox-répond-à-12-questions-majeures-à-propos-de-crusader-kings-3-partie-1-2;Mouchi;2019-10-27 19:13:00;5559.0;Crusader Kings 3;Grande Stratégie
Stellaris, carnet des développeurs n°157 : Ceux qui Rock.;https://www.mundusbellicus.fr/584689-stellaris-carnet-des-développeurs-n-157-ceux-qui-rock;Vilcoyote;2019-10-26 21:54:00;1114.0;Stellaris;Grande Stratégie
Fields of History: The Great War - Guerres et conflits;https://www.mundusbellicus.fr/584589-fields-of-history-the-great-war-guerres-et-conflits;Mouchi;2019-10-22 21:30:00;1053.0;Fields of History: The Great War;Grande Stratégie
Hearts of Iron IV - Annonce du 19 octobre 2019;https://www.mundusbellicus.fr/584515-hearts-of-iron-iv-annonce-du-19-octobre-2019;Limse;2019-10-20 23:52:00;1889.0;Hearts of Iron IV;Grande Stratégie
Europa Universalis IV - Carnet de développement du 15 Octobre 2019;https://www.mundusbellicus.fr/584482-europa-universalis-iv-carnet-de-developpement-du-15-octobre-2019;Restif;2019-10-20 14:12:00;1318.0;Europa Universalis IV;Grande Stratégie
Crusader Kings 3 : Un héritier est né;https://www.mundusbellicus.fr/584365-crusader-kings-3-un-héritier-est-né;Mouchi;2019-10-19 10:39:00;2109.0;Crusader Kings 3;Grande Stratégie
Europa Universalis IV - Carnet de développement du 8 Octobre 2019;https://www.mundusbellicus.fr/584189-europa-universalis-iv-carnet-de-developpement-du-8-octobre-2019;Restif;2019-10-13 11:47:00;1182.0;Europa Universalis IV;Grande Stratégie
Stellaris, carnet des développeurs n°155 : Aux Origines;https://www.mundusbellicus.fr/584082-stellaris-carnet-des-developpeurs-n-155-aux-origines;Vilcoyote;2019-10-09 22:22:00;1604.0;Stellaris;Grande Stratégie
Stellaris, carnet des développeurs n°154 : Designer l'expérience utilisateur dans Stellaris.;https://www.mundusbellicus.fr/583673-stellaris-carnet-des-developpeurs-n-154-designer-l-experience-utilisateur-dans-stellaris;Vilcoyote;2019-09-14 11:25:00;594.0;Stellaris;Grande Stratégie
Stellaris, carnet des développeurs n° 153 : Cohésion de l'empire et capacité administrative.;https://www.mundusbellicus.fr/583674-stellaris-carnet-des-developpeurs-n-153-cohesion-de-l-empire-et-capacite-administrative;Vilcoyote;2019-09-03 10:39:00;3818.0;Stellaris;Grande Stratégie
Total War: Warhammer II - The Hunter & The Beast annoncé !;https://www.mundusbellicus.fr/583569-total-war-warhammer-ii-the-hunter-the-beast-annoncé;Lord Perhaps On The Roof;2019-08-30 23:10:00;1808.0;;
Total War: Warhammer II – Un prochain DLC sur l'Empire ?;https://www.mundusbellicus.fr/583495-total-war-warhammer-ii-–-un-prochain-dlc-sur-l-empire;Lord Perhaps On The Roof;2019-08-28 22:39:00;3438.0;;
Imperator : Rome - Carnet de développement du 19 août 2019;https://www.mundusbellicus.fr/583311-imperator-rome-carnet-de-développement-du-19-aout-2019;Limse;2019-08-23 11:27:00;1088.0;Imperator : Rome;Grande Stratégie
Europa Universalis IV - Carnet de développement du 20 Août 2019;https://www.mundusbellicus.fr/583251-europa-universalis-iv-carnet-de-developpement-du-20-aout-2019;Restif;2019-08-20 11:23:00;2366.0;Europa Universalis IV;Grande Stratégie
Fields of History: The Great War - Fusils et uniformes;https://www.mundusbellicus.fr/583166-fields-of-history-the-great-war-fusils-et-uniformes;Mouchi;2019-08-16 20:05:00;610.0;Fields of History: The Great War;Grande Stratégie
Stellaris, carnet des développeurs n° 152 : Expérimentations estivales.;https://www.mundusbellicus.fr/583158-stellaris-carnet-des-developpeurs-n-152-experimentations-estivales;Vilcoyote;2019-08-16 13:39:00;915.0;Stellaris;Grande Stratégie
Europa Universalis IV - Carnet de développement du 13 Août 2019;https://www.mundusbellicus.fr/583137-europa-universalis-iv-carnet-de-developpement-du-13-août-2019;Restif;2019-08-15 05:02:00;1004.0;Europa Universalis IV;Grande Stratégie
Imperator : Rome - Carnet de développement du 12 août 2019;https://www.mundusbellicus.fr/583120-imperator-rome-carnet-de-développement-du-12-aout-2019;Limse;2019-08-14 12:36:00;462.0;Imperator : Rome;Grande Stratégie
Un prochain Total War Saga: Troy à l'horizon ? Décryptage;https://www.mundusbellicus.fr/583031-un-prochain-total-war-saga-troy-à-l-horizon-décryptage;Lord Perhaps On The Roof;2019-08-11 15:27:00;1674.0;;
Imperator : Rome - Carnet de développement du 5 août 2019;https://www.mundusbellicus.fr/582970-imperator-rome-carnet-de-developpement-du-5-aout-2019;Limse;2019-08-08 11:12:00;1000.0;Imperator : Rome;Grande Stratégie
Total War : Three Kingdoms – Sortie des Huit Princes et du patch 1.2.0 !;https://www.mundusbellicus.fr/582965-total-war-three-kingdoms-–-sortie-des-huit-princes-et-du-patch-1-2-0;Lord Perhaps On The Roof;2019-08-08 09:17:00;397.0;Total War : Three Kingdoms;Total War
Europa Universalis IV - Carnet de développement du 6 Août 2019;https://www.mundusbellicus.fr/582961-europa-universalis-iv-carnet-de-developpement-du-6-août-2019;Restif;2019-08-08 03:47:00;1026.0;Europa Universalis IV;Grande Stratégie
Le Nouvel Ordre : Les derniers jours de l'Europe - Carnet du 29 juillet 2019;https://www.mundusbellicus.fr/582938-le-nouvel-ordre-les-derniers-jours-de-l-europe-carnet-du-29-juillet-2019;Limse;2019-08-06 19:40:00;993.0;;
Total War : Three Kingdoms – Mode Dynastie;https://www.mundusbellicus.fr/582901-tota;Lord Perhaps On The Roof;2019-08-05 19:06:00;377.0;Total War : Three Kingdoms;Total War
Europa Universalis IV - Carnet de développement du 30 Juillet 2019;https://www.mundusbellicus.fr/582767-europa-universalis-iv-carnet-de-developpement-du-30-juillet-2019;Restif;2019-07-31 11:42:00;1560.0;Europa Universalis IV;Grande Stratégie
